ln_nbr,fd_cde,kind_cde_ln,int_rate_note,int_rate_note_1st,pymt_typ_cde,dir_pymt_cde,dte_amortn_efctv,dstr_dclrd_cde,mrg_cntrl,docmt_typ_cde,dte_oblgn_ln,asstnc_typ_cde,ln_amt_oblgn,begng_frmr_rnchr_cde,colltl_cde,cpn_procg_dte,case_nbr_chng_cde,pymt_asstnc_meth_cde,int_rate_prev,int_rate_prev_redfnd
843674,5,9,11.0019,17.8841,8,8,2019-08-24,1,83,A,2020-03-23,256,411095.7,F,5,2019-02-23,4,4,8.3891,9.7189
514650,9,8,3.5357,9.2297,6,8,2015-03-21,1,87,C,2019-06-06,569,95985.71,R,9,2018-01-15,7,4,12.7559,11.9812
742255,9,9,14.788,9.704,9,3,2013-06-07,9,41,F,2020-05-11,161,196331.95,O,1,2022-09-16,1,1,8.826,12.0768
359151,8,0,2.0833,6.5608,4,1,2020-10-26,7,56,G,2018-05-22,762,343865.88,O,7,2013-06-09,2,1,12.0655,17.9315
458820,1,5,7.4993,6.2178,8,6,2018-02-10,5,42,C,2013-10-22,827,58976.77,O,5,2018-10-09,0,6,12.6824,18.2626
842242,0,2,4.7056,15.2624,3,1,2020-08-24,8,31,E,2018-05-07,515,101907.45,O,9,2016-01-13,9,2,6.7217,8.9103
528637,3,7,6.9009,8.8496,3,1,2016-08-02,1,72,C,2013-04-17,219,446313.99,F,3,2021-11-26,2,9,9.1629,16.2991
598607,1,7,10.1757,16.2763,2,5,2012-06-09,8,64,A,2013-05-19,306,122318.97,W,2,2017-03-04,4,5,13.4419,13.8073
864397,7,3,9.6507,12.5688,8,9,2010-01-12,5,78,G,2020-09-05,883,368155.21,R,5,2019-03-16,4,2,8.1238,6.2984
321191,1,3,1.9523,16.4574,8,1,2011-09-01,7,13,A,2014-03-25,853,267498.12,F,3,2014-05-05,9,0,12.3146,5.0371
481090,2,6,12.9109,16.0385,9,3,2017-07-19,5,64,F,2021-06-02,429,436469.74,W,9,2015-09-24,9,7,12.6789,5.699
749170,5,2,9.9867,17.3222,6,1,2014-04-15,3,32,C,2021-11-10,416,460200.49,O,8,2013-03-17,4,7,8.7591,13.2021
578272,6,9,1.1707,17.9009,8,3,2011-04-11,1,44,B,2015-12-03,690,494469.73,O,6,2014-02-02,0,9,9.8112,9.35
399782,8,8,1.842,14.402,8,3,2016-06-18,8,37,E,2018-05-11,862,136581.22,R,4,2014-02-05,6,7,10.8928,9.1477
730318,7,8,10.6822,12.0502,7,7,2018-11-20,7,56,F,2015-01-13,162,173149.23,W,2,2019-11-03,4,3,14.0092,18.0371
700394,3,6,3.9453,11.0037,9,9,2013-08-08,3,28,E,2020-11-14,266,311068.92,F,4,2017-02-07,4,7,13.9095,9.1413
601698,5,8,6.3987,9.2556,5,5,2010-09-15,6,29,A,2011-03-29,185,399762.31,O,7,2013-05-23,7,8,13.0583,17.6276
407724,1,4,11.6121,10.6765,2,5,2012-08-15,6,36,C,2016-02-24,482,11772.45,F,4,2021-12-24,1,6,10.6467,5.2823
744190,6,5,12.0072,6.1236,6,0,2017-10-04,4,10,G,2015-09-15,491,59352.53,F,5,2021-09-22,8,6,13.7045,17.9933
344313,3,3,5.7484,5.588,4,5,2010-09-04,4,15,E,2014-06-18,260,39987.95,W,2,2017-04-11,8,1,11.2303,11.2716
264772,3,5,2.7945,9.9873,1,3,2014-08-21,2,56,A,2013-12-08,325,257151.74,W,6,2020-09-11,6,5,11.9021,7.6008
425295,1,8,5.5233,6.9182,6,5,2020-01-05,2,58,A,2014-11-12,690,54722.33,O,9,2022-03-26,1,5,11.043,7.1427
538052,0,3,9.232,12.6518,3,8,2011-04-07,3,49,F,2020-07-29,638,97948.73,O,1,2015-03-12,7,8,14.8276,16.1554
435399,2,6,6.1745,17.7521,7,5,2010-09-25,2,76,C,2014-07-01,133,247000.24,R,9,2013-01-09,5,2,13.3539,14.2096
310361,3,4,14.7726,6.6437,7,7,2016-12-11,1,59,C,2021-11-05,436,138803.68,R,9,2012-05-28,3,0,12.643,7.0569
133140,8,7,10.512,17.376,5,4,2014-01-15,9,29,A,2013-08-13,357,445095.16,W,2,2016-12-12,7,2,6.2518,15.5372
848727,4,6,5.8744,8.655,5,9,2017-11-24,3,38,A,2017-02-11,346,87729.66,O,2,2015-11-13,3,2,6.773,10.9117
599989,2,5,13.6306,8.8302,9,2,2012-05-29,4,39,C,2019-12-20,195,123034.89,O,3,2015-07-14,4,7,6.2179,17.0129
482911,1,8,6.5262,8.839,7,8,2014-03-31,2,41,G,2019-12-18,541,279763.0,F,1,2019-09-15,3,7,7.926,7.5834
552109,3,6,8.6997,6.4607,8,7,2020-07-17,7,18,F,2019-12-21,125,328464.97,W,3,2015-04-17,7,7,13.9684,6.3638
649062,0,6,2.7464,8.0335,7,1,2014-02-13,5,62,E,2020-08-12,907,236074.78,W,3,2020-06-13,0,7,7.9089,17.4386
232905,2,4,2.4644,10.5834,8,3,2019-07-22,3,44,G,2012-03-09,270,186634.42,R,3,2012-10-13,4,7,8.0926,13.9566
355693,8,7,14.9746,14.4587,3,1,2012-10-21,5,89,A,2020-11-17,411,314372.66,R,5,2013-03-20,1,2,13.1294,8.4987
762997,0,9,14.3571,15.5682,6,9,2010-11-07,4,31,E,2013-02-17,724,268907.85,F,3,2020-05-04,2,1,6.1912,5.3022
464597,3,9,10.5318,13.8696,2,8,2018-07-03,7,58,B,2014-01-13,353,255147.03,O,5,2018-10-02,1,9,7.408,17.3162
435638,5,7,6.9369,15.8099,5,5,2019-06-20,9,68,E,2018-03-03,147,140676.72,W,5,2021-12-24,7,1,12.0643,5.7435
856492,5,8,1.3715,11.9256,1,3,2016-04-21,6,46,A,2021-12-19,543,266679.64,F,6,2015-02-24,4,3,9.7583,7.1287
771689,7,9,1.3205,17.8688,4,2,2016-07-19,8,61,B,2018-08-21,557,406163.55,W,6,2022-05-01,4,6,9.7481,18.5735
750175,4,1,5.8335,17.2839,1,8,2020-03-04,2,46,E,2013-05-01,132,12006.61,W,7,2021-01-09,6,8,9.3377,15.2684
518676,3,3,8.377,7.0699,8,5,2018-05-09,5,14,A,2015-07-22,764,75170.15,O,3,2014-09-22,8,2,5.5836,16.037
877736,8,5,2.8238,9.3998,5,8,2011-06-20,2,90,D,2021-08-27,909,499237.95,F,1,2021-04-13,7,1,13.2882,9.9937
278178,9,4,11.0383,13.0045,4,8,2020-05-12,8,90,F,2016-04-24,248,212088.24,O,1,2016-10-23,0,2,13.3131,12.4705
876324,1,9,8.2926,17.9222,1,1,2017-09-17,2,41,B,2017-01-25,176,435131.2,O,2,2012-11-28,1,6,5.6267,16.5628
480666,3,2,8.54,6.8585,7,7,2016-07-29,7,74,C,2019-07-21,148,412596.9,O,2,2013-06-26,6,9,7.5137,10.6431
248627,2,1,12.9925,13.3969,7,5,2014-05-14,2,64,F,2016-10-15,521,383190.54,R,3,2020-07-12,5,1,10.3279,16.5597
289372,5,1,9.286,14.0819,8,7,2013-03-23,9,89,B,2015-02-17,529,31375.49,F,7,2016-02-25,5,1,11.1453,18.1572
336445,4,5,10.777,14.7286,1,7,2015-06-30,1,13,A,2015-07-15,397,120949.61,W,5,2013-12-29,0,7,10.2069,6.3505
208887,0,9,11.7053,15.4132,8,7,2012-09-15,3,44,B,2018-03-12,192,43806.28,W,4,2015-07-04,1,3,10.8333,15.1826
456568,8,9,2.248,12.9704,5,1,2019-11-04,5,82,G,2017-08-02,430,311739.24,F,5,2019-11-01,2,7,10.5239,7.1437
485112,1,7,9.2064,13.374,4,7,2012-12-06,4,40,A,2021-07-15,378,393957.42,R,4,2022-11-29,7,3,14.3433,13.6368
178796,6,1,2.728,6.1686,4,3,2018-08-04,8,20,G,2014-08-14,673,314789.76,F,7,2016-04-02,6,8,7.8823,11.8586
523986,3,3,8.2353,11.3024,5,7,2014-05-13,1,78,B,2021-09-01,885,392081.79,R,3,2019-05-04,3,1,11.1131,12.4729
619214,9,7,2.4716,14.0304,1,6,2012-02-07,9,12,F,2019-11-17,245,71305.8,O,6,2012-09-01,3,1,9.7193,6.6492
789191,1,8,13.7799,12.5648,3,8,2017-06-28,8,30,B,2021-10-25,446,192359.55,O,3,2016-04-29,9,8,11.2247,6.1106
519618,3,6,7.951,11.3892,6,9,2013-09-17,5,52,F,2017-05-13,599,372334.5,O,5,2022-06-21,1,8,7.4778,9.8043
438559,2,6,14.4809,15.0698,9,6,2014-08-24,3,41,D,2015-02-12,357,131434.09,R,4,2014-07-03,9,6,13.6424,13.3292
781807,0,7,14.5181,12.9679,6,3,2020-05-23,2,52,G,2014-09-16,576,421391.0,F,6,2020-04-21,8,1,6.7067,14.3586
164737,2,5,8.4512,11.7877,3,3,2015-10-21,1,10,B,2019-03-16,323,447890.31,F,4,2014-03-31,2,5,14.4125,5.2374
689209,6,8,13.7755,14.4852,2,6,2015-09-29,4,75,A,2021-12-19,941,147863.43,R,4,2021-02-24,4,8,5.6131,5.2932
704807,2,7,13.7284,6.1484,8,6,2012-06-26,9,49,F,2014-01-28,882,332848.24,F,9,2013-02-19,6,8,9.9901,18.1289
733459,7,5,14.6607,8.4394,5,4,2018-10-04,6,27,E,2015-02-06,215,413068.04,W,2,2019-10-13,0,8,5.0409,11.9928
546715,5,2,13.1124,15.9422,7,4,2014-04-18,4,82,B,2014-09-09,894,314924.53,F,7,2013-01-27,3,3,10.5709,6.8962
343792,6,4,10.6969,9.1533,7,5,2016-08-31,2,16,F,2013-09-11,187,120261.37,W,9,2019-12-12,6,6,9.1789,15.1224
846285,3,3,2.23,8.8461,1,2,2016-10-21,6,39,B,2017-06-22,553,171429.44,F,3,2015-04-28,0,1,14.1637,5.7703
296376,0,9,4.8576,5.9589,2,2,2016-10-10,7,18,A,2013-10-12,157,332950.51,R,2,2014-11-02,4,7,11.1219,12.1407
873303,8,3,4.4869,15.5025,7,9,2013-09-21,5,56,E,2019-03-27,466,138167.98,F,2,2014-11-19,7,3,11.6923,16.3962
787051,4,1,6.6667,12.1047,9,7,2014-05-07,8,16,A,2011-04-11,712,249729.58,O,8,2019-05-27,4,9,5.2824,7.009
136073,8,1,7.8506,15.9824,7,8,2020-02-23,7,74,F,2011-09-17,775,95410.6,R,1,2018-03-06,2,0,9.4545,6.8044
394942,2,6,13.6468,12.7585,8,5,2015-01-07,6,14,C,2019-01-31,834,213839.4,F,4,2016-12-12,2,9,14.9066,11.453
288663,4,9,4.3494,14.7998,7,4,2017-03-25,3,37,F,2011-12-02,282,426700.63,F,1,2018-11-14,4,8,10.1848,13.1919
885248,5,2,6.3525,6.1118,9,5,2020-09-03,5,45,D,2020-09-01,123,235778.43,W,9,2014-04-22,0,3,12.5937,14.7767
249853,2,9,8.6275,11.9562,6,6,2017-02-28,7,45,D,2011-11-15,615,89163.97,W,7,2018-01-27,5,4,5.7439,10.1079
176175,3,7,8.3837,9.0395,9,0,2013-06-09,8,37,G,2020-07-26,195,409760.84,F,7,2018-05-15,4,6,10.5615,13.4189
262528,1,8,4.2524,15.8623,1,6,2010-12-18,2,20,C,2011-12-01,614,90156.83,F,2,2018-06-09,4,1,10.2642,18.9271
287045,2,9,2.5891,11.3637,9,2,2018-11-09,2,12,F,2012-03-01,539,58646.99,W,1,2021-12-25,8,3,12.0046,11.3959
217279,4,7,14.2455,15.051,2,4,2014-06-14,4,30,A,2020-05-07,833,268877.59,F,4,2014-06-04,8,5,13.2467,14.0862
874482,4,2,12.4643,9.6685,7,4,2011-05-20,9,37,C,2019-05-24,137,68673.79,R,7,2020-11-10,4,9,6.8016,17.3992
130879,7,8,4.6088,16.0025,5,9,2013-08-18,6,89,E,2017-03-26,785,95866.26,R,4,2016-12-18,7,6,8.869,14.114
710384,8,5,9.6774,12.773,3,5,2020-07-16,3,74,E,2020-05-15,914,82904.96,W,7,2012-02-26,0,6,13.0589,13.1275
611566,3,3,9.1148,17.53,6,9,2014-05-31,1,15,E,2018-11-10,885,357757.47,F,4,2014-03-12,5,0,11.9783,11.6902
566339,9,8,7.4049,7.7384,3,8,2010-04-14,6,59,A,2018-02-09,629,379137.71,O,5,2021-11-09,9,1,12.7618,8.9238
717336,4,6,14.693,17.9718,8,8,2016-11-27,5,55,C,2020-08-08,857,341864.21,W,2,2020-10-01,2,1,10.9367,16.2942
619689,0,1,14.3667,7.2447,4,2,2013-03-01,8,30,G,2019-09-22,759,413685.3,R,5,2014-01-16,9,3,7.2326,11.8345
155557,8,8,10.0045,11.5079,8,5,2019-02-03,8,78,C,2021-12-27,491,110086.75,F,4,2017-04-03,6,2,13.4775,14.6318
857658,1,1,8.2015,8.3955,1,8,2011-02-18,3,71,F,2014-03-08,434,78667.5,F,9,2018-04-30,3,9,9.0531,7.7193
137518,3,2,12.5489,17.8691,6,1,2012-01-17,3,28,C,2011-06-10,706,289252.52,R,5,2020-04-05,2,1,5.9576,18.9729
892378,6,5,2.3641,6.2071,1,8,2016-08-16,9,32,D,2014-09-12,117,207181.93,F,7,2012-07-08,6,5,13.007,11.4437
105889,5,6,4.0221,15.4049,8,0,2014-07-31,4,77,F,2017-12-13,684,259365.79,W,6,2018-07-29,2,0,14.6944,8.7712
860153,5,5,1.3543,5.7636,5,1,2010-10-10,1,41,G,2019-11-08,928,117478.46,R,5,2015-02-03,2,2,11.6704,16.2035
726478,3,6,9.0894,14.8389,4,3,2018-06-07,6,73,G,2016-04-01,809,467553.99,F,1,2021-10-27,8,3,6.5096,7.7792
569547,4,0,14.497,17.0854,3,4,2012-03-03,2,21,B,2014-09-30,712,407702.6,R,3,2020-12-16,5,0,5.6817,10.7174
770604,4,9,13.5703,12.8656,2,6,2013-02-10,8,34,D,2011-05-12,240,31852.44,R,9,2013-11-20,4,6,5.3844,16.6775
600051,5,8,11.187,8.602,1,4,2017-07-12,7,48,E,2011-08-31,419,220472.72,W,5,2017-12-11,3,8,8.9878,8.5529
686148,3,0,12.8329,6.8496,1,1,2013-08-17,5,59,C,2020-03-06,937,356561.8,R,3,2019-09-20,5,7,11.6828,10.3804
552764,7,7,8.1301,16.2335,7,4,2019-12-30,3,77,A,2011-10-10,733,190345.11,W,3,2021-11-13,9,9,5.2734,10.8465
339346,9,2,2.852,12.9557,8,3,2016-08-15,2,11,A,2019-07-26,434,256731.81,W,1,2022-09-27,3,4,13.8039,11.3114
786293,6,2,4.8283,6.7286,6,3,2017-07-29,9,57,G,2012-06-12,686,67419.82,R,9,2017-05-20,0,2,8.5492,8.3386
115662,7,7,12.077,13.1721,6,0,2014-08-09,9,26,B,2014-08-24,553,100148.58,O,9,2018-01-21,3,7,12.5527,8.2294
131007,8,5,3.0688,6.106,8,3,2017-04-16,6,66,F,2019-07-03,353,364280.7,R,3,2021-12-02,1,2,12.4673,17.1809
565000,9,5,4.9982,7.986,9,2,2013-08-27,3,79,E,2015-01-13,665,187066.56,W,5,2018-03-08,9,4,5.4333,15.4458
464526,3,5,14.8114,16.2192,8,2,2018-06-14,3,35,B,2014-04-12,478,338814.17,O,2,2016-10-23,1,5,8.662,8.9316
499984,0,0,7.7622,16.4053,3,0,2017-09-17,2,90,E,2012-09-20,288,260700.21,R,9,2018-07-22,0,5,6.6079,5.4901
797887,6,7,12.4173,14.6001,1,9,2018-08-26,9,29,F,2015-04-10,543,237363.07,F,9,2021-09-13,9,0,13.5176,16.493
492725,2,2,7.6968,8.6865,6,2,2010-07-08,2,33,D,2015-12-23,840,67158.22,R,4,2020-12-19,6,9,6.5521,12.6493
699522,8,3,6.5144,13.3353,2,5,2016-10-23,1,31,F,2017-02-23,745,232578.89,O,4,2017-01-02,1,8,8.069,14.7101
244293,6,9,12.8416,16.3876,6,7,2012-11-14,8,56,D,2012-07-17,690,284865.54,O,7,2021-09-27,7,6,9.0027,6.5357
894810,4,2,9.3483,17.0794,7,1,2015-08-20,2,80,D,2011-05-27,253,14144.1,O,1,2022-04-19,0,0,12.8222,14.475
713633,2,7,9.4177,13.0749,3,8,2014-07-05,8,28,G,2013-07-10,751,158983.51,F,8,2020-09-22,8,4,14.972,9.7723
244025,0,9,1.0882,13.6719,8,1,2014-12-28,1,32,G,2018-04-07,367,259011.76,W,8,2012-10-22,2,3,10.4276,9.753
300655,4,8,5.7512,11.289,2,7,2010-05-06,4,24,A,2015-05-13,512,312776.91,R,8,2020-10-24,6,1,5.5697,15.5063
624393,1,5,8.6718,10.1041,1,3,2010-09-03,1,33,B,2013-06-08,723,45405.18,W,4,2013-06-03,6,1,5.8849,14.8721
865783,8,9,2.449,12.891,1,0,2020-08-19,4,53,E,2012-09-14,357,191266.22,F,2,2012-10-04,5,6,13.711,18.8739
609825,5,6,12.2432,8.5455,6,6,2020-11-19,7,78,F,2011-01-14,456,179195.25,W,2,2013-07-01,8,8,13.1529,8.1551
290851,5,7,12.3448,15.5789,6,0,2014-09-18,3,67,C,2015-08-25,607,407409.57,O,5,2017-02-23,2,9,11.6102,18.5796
775545,5,8,1.1425,17.4038,1,1,2011-08-19,1,15,F,2011-09-16,563,295662.19,F,6,2020-12-07,5,4,5.7424,18.9436
892649,7,4,8.7761,8.3216,8,8,2020-02-09,6,12,D,2014-07-11,503,204412.37,O,3,2016-07-17,2,7,14.5004,16.3719
615297,9,9,6.8667,14.2001,1,6,2012-02-02,5,60,G,2016-02-18,244,279866.84,O,4,2022-09-25,6,8,14.667,13.4675
120736,6,2,14.6198,16.0355,8,5,2013-11-25,3,85,E,2013-02-08,271,321841.0,W,5,2014-06-03,3,2,10.0801,5.8986
224256,8,5,9.7532,8.2284,3,4,2020-10-27,7,43,B,2018-02-03,473,128754.15,O,8,2020-03-05,6,7,10.8039,17.4178
672199,0,6,2.9889,14.0635,8,9,2014-10-01,6,47,D,2020-12-12,590,334277.85,O,6,2013-04-19,9,9,8.2669,9.4153
534732,3,8,11.7942,7.831,5,1,2020-06-20,8,75,G,2016-04-28,432,484695.91,R,2,2013-08-29,1,6,10.5547,16.3979
189762,2,2,14.5515,6.1073,3,6,2013-05-15,9,69,E,2017-09-04,571,490477.65,O,3,2018-02-20,4,4,6.1989,5.0853
780852,3,8,1.7859,16.9431,5,6,2017-06-08,5,48,A,2013-06-05,664,120103.15,O,4,2021-07-04,3,3,12.132,12.394
448493,5,0,1.2221,13.5916,4,7,2012-11-21,8,49,C,2013-08-19,778,252715.53,W,9,2022-04-13,3,5,13.4051,16.914
567848,9,9,6.0174,7.8421,5,6,2011-11-30,7,47,C,2018-11-05,438,88989.73,O,5,2019-11-15,4,5,11.4557,16.3857
696250,9,3,11.8947,16.231,4,7,2013-12-08,6,11,C,2013-04-25,138,263470.02,O,8,2018-12-24,4,5,11.5061,15.1955
864718,2,7,8.6658,17.854,7,4,2015-05-18,8,73,C,2014-09-27,798,277057.73,O,3,2013-08-03,4,3,12.0389,15.2468
632663,5,6,12.5062,10.8431,1,4,2013-11-11,7,51,F,2014-10-27,694,152245.85,R,4,2013-10-12,9,9,12.1069,7.0142
198457,7,6,12.6232,11.0262,1,3,2012-09-06,5,24,D,2014-09-20,205,363332.71,F,6,2014-03-22,5,9,8.7351,6.5634
435234,7,1,5.8317,11.2263,8,7,2011-10-22,2,75,C,2020-02-12,115,240358.63,O,6,2018-03-25,3,2,6.9329,14.3131
135426,4,8,6.1467,7.1915,9,0,2020-06-16,1,59,A,2017-09-17,246,155685.37,W,1,2017-08-06,0,7,13.3285,18.1551
893553,8,0,9.0476,8.2137,3,5,2016-02-18,2,28,F,2020-07-10,243,274324.35,R,3,2018-04-16,3,0,5.9882,13.4661
229292,7,0,7.9721,7.9352,4,7,2011-10-21,6,42,D,2016-07-08,520,235663.56,F,6,2013-11-13,8,3,8.5975,17.1942
898213,8,3,10.6207,8.4101,2,1,2012-12-16,3,36,C,2012-11-17,256,296444.89,W,7,2019-06-16,6,9,11.2547,12.6557
441556,4,1,5.7221,8.4677,7,2,2016-04-09,7,61,A,2011-10-29,123,436999.02,O,1,2020-09-19,6,2,14.8339,10.3997
702329,2,1,10.0681,14.071,9,3,2015-11-01,4,85,A,2016-03-19,373,141928.43,W,3,2019-09-24,0,0,13.7249,10.9863
442295,1,6,9.5215,7.3441,1,1,2013-05-12,2,48,C,2014-08-28,430,435343.53,O,1,2019-06-13,9,2,10.3163,11.1428
330679,1,5,1.367,15.9121,7,9,2014-08-04,4,20,F,2014-02-16,120,405515.53,F,2,2014-11-12,1,3,12.9196,6.0624
361311,7,7,12.7944,16.097,7,1,2020-08-22,6,17,C,2014-10-22,798,260287.69,W,5,2021-03-09,5,9,11.1708,11.7169
143018,6,5,2.639,5.0497,9,9,2013-03-28,4,88,D,2019-09-16,789,305592.59,W,2,2020-07-06,4,5,7.8224,7.2411
255012,6,9,8.9454,7.092,4,4,2014-09-15,5,68,A,2014-06-15,538,174849.51,O,9,2020-08-12,3,9,12.7943,6.0732
627078,8,7,7.4854,8.7907,1,1,2019-10-30,4,80,A,2016-03-27,533,255834.54,R,5,2021-05-12,9,7,9.6456,5.8024
486962,9,9,13.7618,16.9513,8,0,2014-03-29,5,39,F,2015-04-01,938,148011.89,O,8,2014-02-19,3,5,7.0429,15.0241
622040,7,0,1.2471,13.7531,1,9,2013-04-19,2,80,C,2019-10-11,660,262272.31,O,6,2013-02-14,2,0,14.5774,17.8721
567799,0,9,6.9868,11.6001,1,4,2013-08-04,5,24,G,2016-01-23,349,443784.29,W,3,2019-07-31,5,7,10.8205,14.1748
256976,7,7,5.7102,12.0713,5,2,2014-01-20,3,29,D,2013-05-07,940,298626.39,W,1,2021-11-03,6,8,5.6952,11.2291
152396,0,1,4.9425,12.5875,1,0,2012-03-16,6,51,A,2020-03-26,284,423501.61,O,9,2017-08-04,4,8,11.6944,7.7274
750296,7,4,9.9384,8.2381,5,5,2012-04-06,9,58,C,2011-10-16,106,458758.35,O,9,2015-09-22,7,8,6.0682,12.0118
850282,9,8,13.424,11.7965,2,2,2014-03-07,3,20,E,2014-02-06,399,195947.38,R,4,2017-11-30,1,8,9.6082,16.3807
624036,1,0,10.9578,12.9638,8,4,2017-05-31,1,64,E,2012-01-22,916,421340.38,R,9,2022-08-31,4,1,10.0739,13.4511
350410,1,2,12.4692,7.1561,6,1,2010-05-22,7,32,C,2011-06-18,843,452657.73,F,6,2017-11-23,6,2,8.3602,10.7701
411303,3,1,11.9507,7.3761,4,4,2018-04-14,4,14,B,2015-11-01,211,115610.73,O,2,2014-08-20,9,8,14.0253,5.7018
888329,5,4,1.3286,5.9329,4,9,2016-06-15,1,35,D,2017-10-26,329,87782.77,F,5,2013-03-30,0,7,12.1737,9.6209
589738,6,2,1.0562,17.0411,1,7,2018-09-08,1,52,G,2019-10-29,219,177388.94,R,9,2017-08-31,8,2,7.263,13.6997
646855,3,7,3.209,8.6483,6,5,2016-05-11,1,83,C,2021-10-30,250,350857.11,O,6,2012-03-20,7,0,11.4536,10.7725
717005,6,0,1.9787,9.0487,2,3,2010-10-22,6,73,D,2018-03-31,677,59579.5,O,7,2020-04-05,4,0,6.1987,9.8801
239801,5,4,13.0857,11.1092,2,4,2017-12-13,9,20,G,2018-11-08,169,326536.58,R,4,2015-01-08,9,2,12.9813,11.5368
520754,2,3,1.5693,14.9625,4,6,2018-07-14,5,33,F,2018-07-11,842,181398.12,R,3,2016-06-03,0,0,10.0432,13.7659
648109,7,6,1.4666,8.0204,1,0,2020-03-06,7,31,F,2021-11-30,370,72193.75,F,4,2017-10-30,2,0,11.4384,18.9072
658495,6,5,8.0211,12.9462,3,0,2014-12-27,6,62,E,2017-09-23,366,327865.21,R,1,2019-04-09,1,8,12.6681,13.2238
242040,7,8,12.0689,14.0749,4,7,2016-10-19,6,72,B,2018-12-13,842,174495.44,O,6,2015-07-31,5,2,5.2576,17.4833
823283,4,3,2.4565,14.6754,5,6,2012-07-21,5,56,C,2021-07-27,362,243871.48,R,4,2022-05-07,7,4,14.4021,9.7041
491314,3,6,4.0682,9.3163,9,1,2012-07-25,5,45,F,2021-08-13,623,118793.47,W,1,2013-10-04,8,0,12.9197,13.7695
376171,0,5,12.5262,7.9959,6,4,2010-12-29,6,88,G,2021-08-05,194,233603.58,R,4,2013-05-04,5,0,5.1229,14.5145
809381,9,1,5.4573,15.8649,4,6,2019-12-11,7,24,E,2021-10-03,234,492749.63,O,2,2022-05-07,9,2,14.4584,15.6836
332598,2,0,7.1399,10.1033,1,5,2018-01-27,9,79,F,2021-02-20,461,361341.65,W,3,2019-07-10,6,0,9.216,9.5603
213715,9,3,7.6796,14.3041,7,0,2017-10-20,9,45,C,2020-01-17,629,68762.89,O,8,2017-05-07,4,3,5.6389,18.8002
847263,3,9,12.1497,12.3832,4,0,2014-04-28,9,74,C,2020-06-17,193,255733.85,O,6,2022-10-23,5,9,5.7132,12.8843
529637,5,0,5.0471,7.5149,4,9,2016-10-17,2,48,D,2012-11-01,361,43477.17,W,9,2013-10-07,2,5,7.3757,10.7941
683793,3,4,9.7642,17.7983,1,3,2017-03-08,1,20,E,2016-04-25,869,282528.19,R,1,2015-04-02,4,1,13.5642,5.9318
284316,0,1,3.6829,15.3779,5,6,2011-03-02,1,78,G,2016-10-01,917,187004.75,R,7,2022-06-29,4,7,7.7524,13.7209
454091,4,5,4.7424,6.7511,1,6,2016-10-21,8,80,C,2013-09-06,615,381695.17,O,9,2017-01-29,2,1,5.1022,7.2346
572745,7,2,8.5177,13.4275,6,0,2011-05-19,5,64,C,2018-02-18,296,455755.0,R,9,2015-02-21,0,8,8.8049,10.7851
396022,6,3,3.0804,16.5373,2,9,2012-01-11,3,75,F,2015-01-04,668,365915.75,O,3,2012-01-31,7,1,8.4698,16.8621
588608,8,3,6.4533,6.8785,9,5,2010-01-04,7,35,D,2020-09-15,115,373298.57,F,1,2017-08-29,2,0,12.0869,14.6986
139989,1,9,11.8897,10.4262,7,0,2018-09-25,1,67,A,2012-11-13,696,469897.77,R,8,2018-04-11,7,0,11.5988,18.4335
682617,8,9,5.7511,14.7496,6,6,2019-07-21,7,34,E,2014-09-18,661,407798.82,O,2,2017-12-07,1,1,5.8201,16.9574
206125,1,0,13.5638,14.1178,7,4,2018-10-17,9,44,A,2016-09-23,622,59360.7,F,4,2013-06-22,2,0,14.9426,15.6066
512574,6,6,7.4796,11.4769,7,0,2018-02-18,1,57,A,2018-05-10,369,337832.69,O,8,2013-02-05,7,4,9.0915,11.9768
841451,8,4,7.0992,5.6946,1,7,2015-08-03,9,84,G,2019-05-04,685,431489.35,O,8,2022-07-04,3,4,10.7075,6.2882
426468,7,8,2.0664,8.1786,2,1,2020-03-16,2,71,E,2018-02-09,128,149796.34,W,7,2020-01-30,0,9,10.1604,16.2246
493253,2,2,5.5488,17.6099,6,9,2020-08-06,5,26,C,2018-03-05,928,128916.3,W,3,2014-02-03,2,2,11.9053,9.3405
846845,0,2,2.4206,17.7707,8,5,2018-01-26,5,63,D,2016-01-09,931,431948.96,W,2,2021-06-15,2,4,14.4596,14.4361
206692,7,3,12.3658,5.5541,2,2,2011-12-05,3,79,G,2011-07-23,645,65954.27,W,9,2018-06-21,8,7,7.6199,10.1344
870786,9,2,1.285,13.2415,3,9,2019-08-31,3,74,C,2011-04-19,207,213679.87,W,2,2015-08-16,0,1,10.2826,7.3034
135747,0,4,1.1408,15.8424,8,0,2017-06-11,6,85,B,2012-08-28,929,25461.42,W,4,2022-02-25,5,0,10.859,6.4083
177084,9,8,6.433,5.1612,5,8,2012-11-05,1,20,G,2014-02-19,920,467511.57,F,7,2012-01-02,5,8,9.1907,14.0173
201885,2,0,7.7402,8.5338,2,1,2019-01-31,9,88,G,2014-02-06,608,298560.93,W,4,2014-10-06,4,6,10.3162,7.2005
238324,5,3,14.7527,12.9249,6,1,2016-11-26,8,78,A,2014-05-01,945,470511.73,R,5,2016-11-26,0,4,13.6242,9.4077
