INT-RATE-BORR,INT-RATE-BORR-1ST,APPLTN-CDE,FULLY-PD-CDE,FULLY-MTURD-CDE,ADVNC-UNCLSD-CDE,ACT-COLLCTN-ONLY-CDE,ASSOC-TYP-NOTE-CDE,PURCH-CDE,NBR-PYMTS-AMORTN,INSTLMTS-INT-ONLY-CNT,SALE-STAT-CDE,FIXD-PRD-INIT-LGTH,MORT-HLDR-CDE,YR-LN-CLSD,DTE-LN-SLD-OR-PLDGD,FMHA-DIR-TO-INSRD-CDE,DTE-CLSG,DTE-LN-EXPRTN,LN-AMT,RECVRBL-CST-CHGS,PRIN-CR-LN,INT-CR-LN,INT-FCL-LN,SCHED-STAT,PYMT-EXTRA-AMT-CUM,CR-NON-CSH-APPLTN-TYP-CDE,CR-NON-CSH-LST-AMT-APPLD,DTE-LST-NON-CSH-CR,DTE-LST-CSH-CR,DTE-NEXT-INSTLMT-DUE,INSTLMT-DUE-NEXT-AMT,INSTLMT-NEXT-TYP-CDE,MTURD-CDE-DIR-RE,DTE-INSTLMT-DUE,INSTLMT-DUE-AMT,INSTLMT-TYP-CDE,SUSP-CDE-LN,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-CHNG,LN-NBR-OLD,INT-ASSTNC-CDE,WRTF-CDE
9.46,9.153,1,1,0,1,1,0,T,162,5,1,44,63,20,2019-02-01,0,2016-02-29,2047-07-14,3372467.4,17049.92,34999.31,29669.62,15169.05,45941.94,64493.15,A,73466.9,2017-12-20,2015-09-22,2019-05-26,3872.98,4,4,2021-11-30,3805.86,M,7,2017-11-06,31,49,2,E
10.0361,13.4244,2,0,2,2,1,0,T,295,6,1,16,74,20,2012-11-08,1,2011-09-28,2045-03-15,3906515.58,26589.12,36409.3,14345.73,21749.75,12395.05,48096.41,B,34943.3,2015-09-08,2013-10-15,2015-06-06,3662.3,6,4,2019-10-29,2165.79,M,5,2014-06-05,22,62,4,O
5.1485,7.2642,2,1,0,0,1,0,T,022,2,3,33,69,20,2018-11-14,0,2019-06-04,2048-08-16,4326276.76,30141.15,24427.25,12289.92,10508.78,33606.62,41695.32,X,46934.34,2018-04-15,2016-06-15,2013-04-28,1863.52,2,5,2020-06-01,3273.66,S,6,2011-11-23,33,19,4,O
6.3004,13.7973,3,0,2,3,0,1,V,245,6,1,47,77,20,2017-09-12,1,2017-11-02,2050-04-04,3432209.96,38640.2,39528.65,29611.33,28527.78,28820.29,46002.83,A,56890.09,2016-09-27,2018-01-11,2018-09-15,2127.52,2,4,2013-04-25,1923.97,M,8,2019-01-16,40,94,2,V
13.01,13.3214,2,0,1,0,1,0,D,142,1,4,21,76,20,2016-02-27,0,2012-09-02,2041-09-06,3835095.87,49345.92,43238.93,12751.92,24715.7,31596.04,65274.34,J,38383.5,2019-05-21,2016-10-10,2019-06-10,2325.84,2,7,2015-07-23,1861.12,M,9,2014-09-03,21,45,1,O
2.2421,7.9317,1,0,1,2,1,0,S,016,4,3,14,77,20,2017-08-02,0,2012-09-17,2051-09-30,2705685.01,23874.69,19985.2,35546.09,16002.35,44677.28,25199.16,T,50652.45,2015-01-30,2018-09-03,2013-03-22,2747.44,1,4,2014-10-25,2427.26,Q,6,2011-08-18,20,36,3,J
11.2734,11.8117,2,0,2,0,1,0,U,236,5,3,38,74,20,2014-05-24,0,2019-11-19,2046-12-22,345691.75,23668.54,11496.42,41729.99,19317.27,23882.81,35497.19,N,64032.48,2017-06-04,2016-09-28,2014-09-20,1031.02,4,5,2017-02-15,3125.77,A,8,2013-10-27,37,05,2,L
11.254,7.345,2,1,1,3,0,1,T,100,2,1,33,69,20,2021-04-17,0,2011-02-13,2050-06-28,2981618.35,23918.96,39877.04,15945.99,28964.3,13716.89,62858.47,Z,48528.13,2017-05-28,2018-02-21,2015-01-02,2038.42,5,6,2012-12-24,2515.26,A,7,2012-02-20,21,29,2,J
9.6097,1.4466,1,0,0,0,0,1,T,240,5,3,31,68,20,2021-04-18,1,2021-11-27,2047-10-07,3214960.49,37455.97,35912.68,36854.99,12397.19,14842.68,65634.38,O,69403.34,2017-03-03,2013-10-11,2015-03-16,1594.41,1,5,2016-05-29,2348.43,M,8,2010-05-06,26,57,1,M
8.0829,11.355,1,1,1,3,1,1,V,041,1,1,27,60,20,2016-07-27,1,2018-09-19,2051-07-24,757564.96,31290.35,18927.94,19941.27,43347.8,32277.68,66213.76,C,81367.68,2015-04-28,2013-05-03,2019-09-28,2533.53,1,7,2022-04-06,2611.94,Q,5,2016-12-05,22,88,1,Z
14.2349,14.9352,1,0,0,2,1,1,D,173,4,1,20,69,20,2020-03-26,1,2014-01-09,2045-08-25,731043.4,15510.54,32451.71,21581.96,36238.76,34467.85,50230.06,X,52879.18,2013-04-23,2013-11-14,2013-06-14,3474.68,5,5,2021-10-26,1549.86,W,9,2017-03-09,33,49,2,R
10.201,11.9207,3,1,2,1,1,1,U,300,2,1,44,72,20,2019-03-20,0,2016-05-23,2050-05-31,1906219.93,23698.91,48219.12,22134.53,25450.62,20158.22,25784.2,T,60004.55,2019-07-01,2018-04-25,2015-03-23,1788.98,3,5,2021-03-22,1804.79,W,6,2015-08-24,26,85,1,J
12.3455,4.4864,1,1,0,1,1,1,D,109,2,4,49,70,20,2012-02-21,0,2020-11-27,2045-03-11,3362287.55,42977.61,18982.06,11622.21,45648.63,32382.33,61511.51,H,51503.37,2019-02-15,2018-09-13,2015-05-30,2533.94,3,7,2013-07-27,2521.83,A,7,2012-04-09,22,45,3,O
10.8534,2.2775,3,1,2,0,0,0,U,028,1,4,45,67,20,2014-06-13,0,2015-10-30,2044-07-19,1321089.54,37608.22,28469.33,12190.95,23103.39,44243.57,59850.07,F,82399.06,2018-07-23,2015-11-20,2013-07-15,2884.92,2,6,2017-07-21,1341.5,W,9,2015-09-16,27,05,4,D
5.0726,9.9906,1,1,0,0,1,1,S,068,2,4,17,73,20,2012-07-05,1,2021-04-24,2046-06-11,1545708.22,13782.69,25427.26,10163.42,47379.81,26423.81,47918.67,Q,44198.89,2016-03-01,2013-02-18,2013-02-03,1467.32,5,5,2015-02-10,3821.35,S,5,2019-01-02,27,50,3,X
3.7424,1.0017,2,0,2,3,0,1,T,047,3,4,14,65,20,2016-11-14,0,2017-11-01,2041-07-19,3507698.47,10900.47,49052.25,22775.44,32754.17,21297.35,32476.45,V,57724.35,2017-10-10,2014-07-15,2013-05-06,2803.44,2,7,2022-06-18,1760.29,Q,9,2014-10-03,28,65,1,T
5.3579,12.1953,1,0,0,0,0,0,S,280,5,3,13,65,20,2012-10-05,1,2020-08-15,2044-01-30,3060975.11,16540.38,48219.34,17985.51,19311.2,13183.12,38026.07,H,65205.44,2019-06-11,2018-11-18,2014-08-05,2985.44,4,6,2013-11-01,2984.7,M,6,2011-10-23,29,84,3,W
1.4083,14.7486,2,1,0,2,1,1,U,108,4,3,26,76,20,2017-03-12,0,2017-11-20,2047-07-01,1004711.94,27517.61,44854.72,47744.08,49817.34,41642.25,46872.5,V,30697.2,2017-10-29,2019-04-09,2015-09-30,1411.17,1,6,2016-12-18,3786.52,S,5,2015-08-08,33,51,4,F
1.5185,1.0142,2,0,2,2,0,0,D,182,3,3,15,78,20,2011-03-06,1,2020-09-16,2046-11-06,1259785.24,38497.38,15151.8,10078.94,35741.78,31357.83,23549.14,Q,70749.06,2013-06-16,2018-09-12,2014-04-28,3113.25,5,6,2015-02-27,3630.83,S,8,2016-10-15,35,78,2,L
7.8211,3.0847,1,1,2,3,0,0,T,269,3,3,15,75,20,2018-02-04,1,2012-05-11,2042-03-04,1516644.68,44167.87,38204.6,11981.71,11081.15,35401.55,38329.74,X,40722.74,2018-06-09,2013-06-27,2018-06-02,2585.59,6,4,2020-11-18,1049.7,A,7,2013-02-23,28,16,5,L
7.3395,10.2272,2,0,1,2,1,1,U,226,6,1,41,75,20,2011-03-02,1,2019-12-31,2043-11-12,4376789.07,49316.29,18797.35,29317.03,36854.68,34329.74,60145.31,I,85705.32,2015-05-04,2019-07-29,2013-01-02,1072.55,5,4,2018-11-04,1419.02,S,6,2016-11-16,27,50,3,I
4.925,2.2814,2,0,1,2,0,1,S,243,5,1,11,63,20,2011-07-13,1,2020-01-06,2048-01-06,563008.29,24446.15,35815.02,15197.57,23915.41,24507.2,31479.18,B,72839.34,2019-10-28,2015-04-30,2016-08-23,3703.98,1,4,2012-09-22,3873.67,A,7,2011-10-13,34,12,5,X
6.937,8.1688,2,0,2,0,1,1,C,142,6,4,43,75,20,2018-06-05,0,2021-09-15,2047-07-12,3999854.16,42625.32,41407.18,35081.68,36665.05,19718.13,64367.31,K,64480.44,2018-03-28,2017-05-10,2016-04-01,1576.82,6,4,2015-01-08,3273.47,S,7,2011-04-25,34,88,5,Q
7.0754,2.8149,1,0,2,1,1,1,C,275,4,3,48,78,20,2013-02-24,0,2011-02-25,2042-03-31,3363067.52,17326.42,28837.76,31463.62,20386.3,10519.74,64236.04,E,30947.3,2019-08-26,2019-05-29,2013-03-26,2346.85,2,6,2014-10-04,1672.92,W,9,2013-11-20,25,63,1,K
13.8224,7.8171,3,0,1,2,0,0,U,298,1,3,10,80,20,2013-06-28,0,2015-09-07,2051-08-29,4967492.71,13976.41,20063.44,36847.85,44730.3,23654.16,30702.28,N,63901.72,2019-03-13,2015-01-26,2019-11-19,1586.19,2,4,2018-07-31,3521.72,Q,8,2020-07-30,39,42,4,H
8.424,5.8438,3,1,0,1,1,0,U,018,3,1,23,64,20,2014-03-02,0,2012-07-25,2045-03-07,869245.86,16167.57,30682.34,36312.74,28798.62,13129.14,31017.73,L,88454.45,2018-01-13,2013-06-10,2016-11-21,2061.76,2,5,2016-07-05,3798.7,S,9,2016-03-10,25,88,2,M
4.4696,10.9736,2,0,0,0,1,1,S,138,3,4,47,79,20,2015-08-27,1,2011-01-07,2047-06-28,4924832.04,10881.79,30367.12,39256.01,16878.15,37942.57,67683.23,R,30661.29,2019-03-21,2019-08-14,2017-10-10,3604.35,2,6,2022-04-25,2123.23,A,7,2011-10-11,33,75,2,X
13.2502,10.1681,2,1,2,1,0,1,T,031,2,4,27,73,20,2013-10-12,1,2014-06-08,2046-03-22,2653724.6,39508.44,17341.5,19997.47,46312.93,18956.72,47615.73,V,41291.96,2018-02-24,2015-08-04,2019-10-04,3442.12,6,7,2016-11-02,2329.23,S,6,2017-05-15,25,43,2,I
2.4347,9.0635,2,0,1,0,0,0,T,120,4,3,33,74,20,2015-04-07,0,2014-09-15,2042-01-08,2482693.18,31523.92,35758.02,34057.76,26539.55,17065.65,53769.91,I,49065.86,2017-07-13,2016-03-07,2015-09-26,2486.19,1,6,2017-01-06,3835.6,A,5,2019-07-27,33,14,3,B
5.5791,2.7541,3,0,2,1,1,1,D,158,6,1,50,67,20,2021-07-25,1,2021-11-18,2049-04-24,4413457.9,16628.43,22139.35,47112.52,26829.66,11245.68,46189.78,I,55608.72,2019-04-02,2016-03-01,2015-11-07,1932.42,4,6,2013-01-29,1353.59,M,5,2010-05-05,40,33,1,B
1.0579,9.1015,2,1,1,3,0,1,U,152,6,3,27,75,20,2019-07-12,1,2019-11-15,2042-09-03,2181189.26,42226.02,15201.55,38846.12,20586.78,48495.75,25185.77,F,43945.03,2018-10-10,2016-03-17,2019-06-13,2829.51,5,6,2021-03-26,1279.14,A,6,2017-12-22,38,20,4,L
14.2652,7.4085,3,1,1,0,1,0,T,072,4,3,34,73,20,2015-03-09,0,2017-05-19,2047-08-02,2174152.42,47001.93,13810.05,15275.43,38840.56,49232.85,34893.1,H,31501.77,2013-01-05,2017-07-14,2014-11-13,1784.36,1,6,2020-09-13,2367.37,M,7,2010-11-01,36,80,5,Z
1.886,12.0216,3,1,2,1,0,0,V,257,2,1,37,78,20,2014-02-23,1,2013-10-22,2048-08-01,4592957.84,11495.81,17778.96,32231.55,20112.43,26230.02,26247.89,K,74283.76,2018-11-09,2017-05-09,2015-06-11,1041.77,5,5,2014-08-09,3707.36,A,8,2015-01-03,20,66,4,R
8.7708,1.3466,1,0,2,2,1,0,V,281,1,4,49,79,20,2019-04-25,1,2019-02-06,2045-07-14,4854589.55,33346.72,20116.4,19396.28,13886.87,24451.26,21040.41,F,31459.43,2017-04-17,2015-03-12,2013-09-05,2119.45,3,4,2014-03-16,1991.14,S,8,2019-11-10,34,48,1,S
7.0309,1.5398,3,1,2,0,1,1,U,142,1,4,35,73,20,2014-05-06,0,2012-05-21,2049-08-08,3344990.01,37485.15,35065.47,36064.29,34670.48,29419.62,38328.25,Q,32621.4,2016-11-15,2018-06-03,2019-10-25,2002.46,3,7,2014-02-26,1409.67,M,9,2010-07-23,37,08,1,T
14.2294,7.6615,3,0,2,0,0,1,C,078,5,3,19,79,20,2016-10-15,0,2016-07-29,2048-04-29,3409215.81,46717.35,42763.67,18579.98,19160.05,27278.45,49944.54,N,59035.98,2015-11-30,2017-05-05,2018-07-13,1799.56,6,4,2013-05-16,3947.88,A,6,2018-11-06,38,58,2,I
9.7099,2.0518,1,1,0,3,1,1,C,053,3,1,30,60,20,2019-09-30,0,2021-12-20,2046-04-11,909299.93,11811.21,19119.88,44687.27,36651.86,12193.1,58516.4,N,59350.77,2017-03-14,2016-08-30,2017-11-14,3668.73,2,5,2012-08-08,2188.39,A,7,2012-04-28,30,44,2,N
7.411,4.459,2,1,0,2,0,0,V,166,4,1,31,69,20,2020-03-18,0,2019-05-30,2044-12-24,3901769.95,10723.78,18263.42,30563.84,23562.41,47845.49,47821.82,J,44569.79,2013-08-07,2014-03-26,2019-06-17,2407.95,5,6,2015-07-28,3979.14,M,5,2019-05-22,38,84,1,L
11.4152,10.1965,2,1,2,3,0,1,T,183,5,4,22,63,20,2013-09-16,0,2017-04-04,2041-11-27,2431200.13,45035.12,32262.77,21994.61,36877.38,21167.66,24847.87,L,55458.19,2019-12-11,2013-02-25,2017-12-21,2051.16,6,5,2014-03-24,2559.55,M,9,2012-01-04,27,67,1,Y
9.4136,6.5924,3,1,1,0,1,1,D,263,4,1,17,69,20,2014-04-11,0,2019-11-24,2042-09-18,4126297.67,30185.41,20380.11,28635.58,31114.55,15031.97,35153.51,G,53133.42,2015-08-04,2013-11-19,2019-11-22,2603.42,3,7,2019-05-03,2973.77,Q,5,2018-07-03,23,55,3,C
11.0508,12.0274,1,0,0,3,1,1,C,195,3,3,23,61,20,2015-01-04,0,2014-11-13,2044-06-25,4804487.08,29113.44,32137.22,46588.03,17721.72,45560.18,66521.55,L,65791.3,2018-09-02,2015-04-15,2018-11-29,1041.21,2,5,2016-04-11,2164.23,S,5,2017-09-19,33,33,2,I
1.299,9.63,2,0,0,2,1,1,D,177,5,1,28,72,20,2018-08-29,1,2017-06-04,2051-02-22,1698815.8,46745.67,44024.38,19396.74,12594.57,28635.27,35360.45,V,47701.39,2016-11-29,2015-10-16,2019-09-17,3025.14,6,7,2022-05-11,2846.5,W,9,2015-04-04,30,96,3,X
4.0632,14.215,2,0,0,1,1,0,U,272,2,4,12,65,20,2021-06-29,0,2019-09-05,2043-02-23,882681.25,17765.92,20872.33,47787.15,10961.86,26939.57,29806.03,X,61644.61,2017-10-23,2016-02-18,2013-12-04,1851.27,1,7,2015-11-18,3815.19,W,5,2014-02-10,39,20,1,C
9.1569,5.3152,1,0,2,0,1,0,U,042,6,2,15,60,20,2015-09-11,0,2011-12-06,2048-09-03,296587.26,22264.67,11915.88,30319.23,22640.27,29690.79,38485.48,U,81341.68,2013-08-25,2016-07-19,2015-11-07,3870.2,4,6,2018-02-25,3946.04,M,5,2016-09-03,22,64,1,X
1.1685,3.5981,3,0,1,3,0,1,V,297,2,4,47,80,20,2018-10-24,0,2015-02-17,2042-10-04,4566540.5,12184.67,24375.36,29123.59,18599.11,18718.1,35950.3,K,76365.26,2018-11-22,2019-01-03,2013-12-24,2991.31,3,4,2014-08-27,2174.13,S,5,2018-03-27,36,36,1,Q
7.3613,3.6463,2,0,0,2,1,1,T,286,6,3,20,69,20,2011-04-27,1,2012-07-08,2046-05-28,107610.58,16027.88,37688.12,15977.52,30221.66,38507.53,67523.18,F,49703.13,2018-07-31,2017-09-06,2017-03-30,3559.14,1,4,2017-12-18,2655.71,M,9,2012-09-04,40,55,3,Q
4.8318,4.4863,2,0,0,2,1,0,S,102,3,3,40,73,20,2011-12-24,0,2012-03-04,2048-11-11,2876135.05,36043.49,40984.14,38702.9,20045.48,29007.29,60303.81,Y,43144.07,2015-04-23,2013-12-23,2018-09-20,1867.31,2,4,2013-08-13,3515.95,M,6,2015-06-30,34,59,2,X
4.3513,3.3598,1,1,0,3,1,0,V,065,1,4,30,75,20,2011-05-30,0,2015-12-05,2050-03-29,3293539.98,20515.2,38394.06,28673.27,39588.02,27855.52,64518.96,V,52858.86,2018-07-03,2016-06-11,2016-08-13,1466.82,6,4,2015-06-01,1188.66,W,6,2020-07-06,34,19,3,P
8.3108,8.7971,1,1,0,0,1,1,U,222,3,3,30,79,20,2017-06-26,1,2021-09-29,2042-11-24,1295061.6,22164.78,24727.56,33783.01,42514.38,27943.59,37698.41,G,42442.96,2017-05-23,2018-04-03,2016-02-16,2148.7,2,5,2015-10-31,1211.31,Q,6,2016-12-21,23,35,3,Z
11.2644,3.486,3,1,0,2,0,0,S,173,2,4,27,71,20,2019-08-30,1,2021-06-20,2041-07-03,1087485.08,46460.03,37724.5,33025.33,26315.67,28366.83,64808.29,Z,36007.72,2019-10-02,2014-07-25,2018-01-02,3587.94,1,5,2018-10-05,1881.06,Q,6,2020-09-03,22,75,3,E
12.9334,1.414,3,1,2,0,0,0,D,158,6,2,10,71,20,2014-02-08,0,2016-05-10,2047-08-09,4302115.58,11133.08,32115.4,39336.96,44123.98,12337.64,22444.89,M,76718.09,2016-04-16,2015-04-20,2019-12-09,1618.68,2,5,2014-11-26,3644.66,M,5,2020-09-24,38,83,1,F
1.8716,2.5165,3,0,1,3,1,1,T,085,2,3,27,69,20,2012-09-18,0,2014-05-14,2044-09-11,3543738.02,22941.7,43506.54,38787.5,27011.97,30216.26,36844.18,A,58815.82,2015-05-25,2017-04-07,2016-05-30,3547.23,3,7,2014-08-01,1211.61,S,5,2019-12-10,23,32,5,S
10.3707,12.8673,3,1,2,0,1,0,V,109,3,4,20,77,20,2013-01-10,0,2018-12-22,2049-07-09,2507288.03,43769.83,34840.52,13048.72,29028.37,36607.08,69986.78,R,55131.43,2017-09-03,2017-03-08,2019-07-30,2885.85,1,6,2018-08-17,3807.05,A,6,2019-09-27,27,43,4,H
12.1911,2.9551,1,0,2,0,0,1,C,053,2,4,33,64,20,2017-10-02,1,2013-12-25,2047-12-16,1715743.63,16800.72,48795.25,32232.27,11546.37,22977.15,30791.93,V,82857.39,2016-06-28,2016-04-03,2015-01-25,3236.79,6,5,2018-03-20,1567.99,A,7,2017-09-14,37,74,3,P
2.5791,11.0671,1,1,1,0,0,1,U,179,4,2,38,79,20,2021-02-28,0,2013-06-09,2050-12-25,1781669.15,33161.6,37306.56,47089.16,45576.65,39318.85,58213.55,I,47407.44,2016-03-16,2019-03-25,2018-09-05,1347.87,4,6,2020-09-17,1710.22,A,5,2019-05-02,20,22,1,B
8.1962,4.2429,2,0,0,1,0,0,V,126,1,3,45,79,20,2019-11-15,1,2015-06-12,2042-08-23,796188.24,33568.47,44419.88,36720.92,12943.03,30209.33,23921.03,K,84855.69,2013-06-17,2017-08-09,2017-05-31,2656.4,1,5,2020-04-30,3680.91,S,7,2012-07-24,31,39,2,K
13.6447,4.1013,3,0,1,3,0,1,D,254,1,3,43,68,20,2012-08-12,0,2013-10-28,2051-03-06,1291442.73,20176.21,40661.71,36827.51,11057.9,27087.95,36479.32,C,66651.65,2014-05-01,2014-03-17,2016-06-25,1921.75,6,4,2013-02-02,1517.56,A,8,2015-09-20,33,62,1,T
8.5798,8.5992,2,0,1,0,0,0,V,055,2,1,19,64,20,2011-10-30,0,2020-05-26,2044-10-06,4549773.27,40151.36,24419.93,30564.28,36506.0,20111.35,31991.67,Z,30921.68,2017-07-04,2018-04-20,2014-07-12,3137.12,4,4,2015-10-23,3926.58,S,9,2011-12-16,30,81,1,Y
3.2775,11.3869,3,1,2,3,1,0,D,199,4,1,31,71,20,2020-07-31,0,2017-05-25,2044-02-17,3149783.16,42722.09,43490.83,39943.47,45807.76,44317.72,35746.52,X,45068.51,2018-04-02,2017-05-13,2018-04-08,1053.47,3,4,2016-10-22,2250.5,S,7,2014-03-14,23,79,5,I
2.9938,3.9595,2,1,0,3,0,0,V,024,1,1,31,75,20,2012-10-13,0,2017-06-02,2051-07-27,2307676.3,25326.38,30986.73,31332.68,33242.85,18138.52,29478.74,C,46689.75,2015-03-07,2017-06-10,2015-06-05,1298.8,2,6,2014-03-19,3550.76,Q,5,2012-06-07,37,29,1,L
12.0605,7.6487,1,1,2,2,0,1,C,252,1,2,27,60,20,2014-06-21,1,2014-05-21,2045-09-16,3178938.42,21543.11,20574.12,40668.02,20306.56,42387.4,52445.73,Y,65295.05,2013-09-08,2018-09-03,2013-10-30,1029.25,4,6,2018-08-11,1719.97,W,8,2012-02-28,21,32,2,Z
10.1918,8.7942,3,0,0,2,0,1,U,031,2,2,41,75,20,2015-08-08,1,2014-06-05,2048-08-07,1879996.35,13202.8,42161.97,31770.39,36640.78,34209.21,48052.27,S,80524.25,2019-01-20,2018-09-22,2018-08-31,2287.44,4,7,2022-06-25,3910.94,M,6,2019-10-08,26,72,1,X
6.0728,10.2078,2,1,2,2,0,0,V,019,6,3,43,67,20,2018-04-22,0,2018-07-06,2050-02-01,3637551.05,44966.92,40560.2,23867.96,35796.45,17729.69,29176.0,C,81876.47,2016-10-29,2014-10-02,2016-10-19,2472.51,4,5,2013-06-01,1185.89,A,5,2015-07-24,38,86,1,R
8.8379,4.8513,2,1,0,0,0,0,C,267,6,4,26,77,20,2013-05-03,0,2015-05-24,2048-04-29,785280.7,46368.42,24553.33,49698.61,18353.5,25978.2,28284.53,L,87970.15,2013-11-17,2013-12-27,2016-09-18,3588.38,2,4,2017-01-13,1896.86,W,5,2016-11-25,28,56,4,U
1.4024,7.9938,1,0,0,0,0,0,D,246,5,3,46,78,20,2012-12-25,1,2018-01-04,2049-05-08,2090325.87,12185.12,28372.84,11202.05,15309.14,36107.56,43527.37,F,34486.08,2018-10-28,2019-02-09,2015-08-22,3414.72,3,6,2016-11-06,1222.17,S,5,2011-09-19,25,11,1,G
8.3913,12.7592,3,0,2,1,1,1,S,185,1,3,10,75,20,2015-12-29,1,2019-12-22,2048-10-17,3503166.44,28496.98,16822.19,41738.98,20077.9,30688.73,69627.96,Q,31848.32,2018-04-21,2019-05-21,2019-04-09,2893.29,4,6,2019-03-15,2325.17,Q,7,2017-02-11,30,47,5,A
14.3843,12.7531,3,0,0,1,1,1,T,183,4,3,44,61,20,2013-10-28,1,2016-04-18,2045-07-27,2110973.89,17160.28,12482.2,41611.59,29402.44,24242.68,30249.15,T,62764.04,2014-12-23,2015-12-26,2016-09-21,3436.88,1,5,2021-08-31,1540.12,W,6,2020-06-14,40,99,2,Q
11.1372,5.305,1,1,1,1,1,1,V,013,6,1,13,66,20,2012-07-18,0,2012-09-04,2051-06-28,647489.39,36878.42,28262.39,45578.69,21579.16,37549.65,46096.47,W,69473.77,2015-02-01,2017-11-29,2017-08-11,3054.85,5,5,2021-01-15,1087.49,Q,5,2013-01-23,26,61,1,L
3.6255,8.9384,3,1,1,1,0,0,V,298,2,2,48,68,20,2019-08-07,1,2017-02-12,2041-03-10,4627481.87,32649.47,43510.72,46035.17,13857.41,34992.1,67701.45,X,41963.2,2015-06-01,2018-08-05,2014-06-12,3992.02,2,5,2015-07-16,1377.25,S,7,2011-07-17,32,62,5,F
12.2175,4.8608,1,1,1,2,0,0,V,276,4,2,25,68,20,2019-02-10,0,2018-02-04,2046-03-06,2356233.97,47877.36,27769.56,44356.3,43573.53,35742.36,33142.86,W,32539.76,2019-02-08,2016-12-01,2015-12-14,3734.83,4,4,2017-08-14,2535.29,W,7,2014-07-19,26,51,3,P
12.4889,5.3699,1,0,0,2,0,1,D,262,2,1,26,65,20,2012-11-19,1,2019-04-08,2042-12-26,1566756.73,23466.53,29969.43,33297.41,49219.25,37773.11,21579.78,N,74815.92,2016-02-21,2013-05-15,2019-08-30,1736.33,6,7,2015-08-06,3633.64,A,9,2016-12-03,33,38,5,O
7.4054,13.5212,1,1,2,2,1,0,D,019,3,4,36,73,20,2013-12-05,1,2012-09-29,2047-08-20,2459567.41,25601.67,35326.84,20584.79,16833.22,29530.95,31501.69,B,59312.98,2016-03-08,2016-06-01,2013-10-25,2479.73,2,7,2021-05-16,2665.03,A,5,2012-12-28,26,65,1,U
1.3748,11.8015,3,0,2,3,1,0,C,128,6,2,20,76,20,2012-12-24,0,2013-09-03,2050-10-27,2844770.57,20130.41,13948.49,10170.87,36319.91,37689.01,54612.52,E,65058.84,2015-10-21,2013-07-07,2017-10-15,1853.28,3,7,2019-07-19,1716.96,A,8,2013-07-07,22,55,1,A
14.167,10.2964,2,0,1,0,0,0,S,159,3,1,10,78,20,2015-01-27,1,2012-01-01,2051-10-24,2223459.63,27901.91,38763.4,39700.07,15743.71,45342.6,43172.09,Y,45600.16,2016-02-24,2014-10-05,2017-12-20,1099.95,2,4,2018-07-04,1943.89,Q,7,2012-12-31,24,61,2,H
5.7245,12.1318,3,0,0,3,1,0,D,172,4,1,43,60,20,2018-03-22,1,2019-02-03,2048-12-19,2940948.2,19806.74,11110.89,39117.83,18692.37,12112.3,48883.91,G,43253.39,2016-02-07,2016-12-17,2013-12-23,3646.41,5,4,2014-03-24,3475.09,S,7,2017-10-01,25,81,4,I
14.2752,2.2578,1,0,2,3,1,1,S,165,3,3,17,72,20,2021-04-08,0,2021-06-19,2043-05-23,2907556.91,19860.61,46611.11,29411.57,36485.25,33664.59,61210.32,G,34507.9,2015-04-13,2018-04-24,2015-01-20,3023.95,1,7,2014-03-06,2564.35,W,8,2012-08-17,30,91,1,U
7.0193,9.3866,2,1,0,0,1,1,S,046,5,4,41,68,20,2014-10-19,1,2016-08-25,2046-02-16,2403216.32,34067.24,18335.61,34804.44,15217.2,25071.8,60260.72,A,74535.66,2018-04-07,2019-10-22,2019-05-19,1337.25,4,4,2016-08-10,3547.54,W,5,2010-09-05,31,75,4,M
7.1587,13.334,3,0,1,1,1,1,V,129,1,1,38,76,20,2019-10-17,0,2013-03-03,2046-05-27,2088387.34,48309.08,22963.76,26654.65,17030.08,25357.87,69831.3,J,30417.88,2014-04-21,2015-03-17,2019-05-07,2745.98,1,4,2014-12-30,3229.07,A,7,2016-07-06,29,61,2,I
2.2373,13.6823,3,1,0,2,1,1,C,032,6,1,45,70,20,2017-12-02,1,2018-11-11,2045-03-11,4554173.21,20635.85,16410.17,35267.29,28288.59,40564.65,52255.19,I,76891.29,2016-04-25,2019-05-30,2014-09-12,2423.12,6,5,2018-10-05,2227.83,M,6,2019-05-12,34,31,2,A
14.1224,6.0351,2,0,1,3,1,1,S,079,3,1,26,68,20,2020-03-25,1,2014-05-09,2043-07-11,3017856.36,25999.17,37117.79,13579.18,10704.35,26674.16,44329.52,Z,83904.14,2018-08-05,2014-09-05,2014-09-07,2266.72,1,5,2014-12-11,2785.72,S,9,2019-01-02,35,01,3,F
9.1891,13.5125,1,1,1,3,0,1,D,237,3,4,15,76,20,2020-11-18,1,2020-12-11,2050-08-12,3125366.69,28976.36,44428.51,30203.04,34754.19,23341.72,30021.9,I,81520.46,2016-08-28,2017-10-21,2018-11-21,1744.27,6,6,2012-04-26,2893.97,S,7,2013-06-19,38,39,5,G
